"id","identity","alignmentLength","maxAlignment","phylum","class","order","family","genus","species","db","phylumID","classID","speciesID"
"0d560654c5994ea2d8e7dca87003b499",99.681,313,31200.153,"Annelida","Polychaeta","Terebellida","Cirratulidae","Timarete","Timarete_ceciliae","SHELBY",NA,NA,NA
"2c0023de506e3f70de4f31f6a86ffa55",82.166,314,25800.124,"Annelida","Polychaeta","Phyllodocida","Nereididae","Hediste","Hediste_atoka","SHELBY",NA,NA,NA
"c1d8d1a571bfddf96463850538ca35c9",99.042,313,31000.146,"Annelida","Polychaeta","Phyllodocida","Syllidae",NA,"Syllidae_HK03","SHELBY",NA,NA,NA
"a6243f1d3f0546ee3780e2192e0198b8",100,313,31300,"Annelida","Polychaeta","Spionida","Spionidae",NA,"Spionidae_HK02","SHELBY",NA,NA,NA
"ba0277d0695d81123fa2795923d2ec39",99.681,313,31200.153,"Annelida","Polychaeta","Phyllodocida","Hesionidae","Syllidia","Syllidia_hongkongensis","SHELBY",NA,NA,NA
"0db67538d80eaecc36c1182b06813b33",100,313,31300,"Bryozoa","Gymnolaemata","Cheilostomatida","Lepraliellidae","Celleporaria","Celleporaria_inaudita","SHELBY",NA,NA,NA
"c6ba74d7c2198dd9a3b11c208e0b25cf",81.579,304,24800.016,"Mollusca","Gastropoda","Littorinimorpha","Hydrobiidae","Pseudamnicola","Pseudamnicola_meloussensis","SHELBY",NA,NA,NA
"1083f0f8c9c426a9bc08104b2b644f2f",98.71,310,30600.1,"Porifera","Demospongiae","Dendroceratida","Darwinellidae","Dendrilla","Dendrilla_sp._FAR-2016","SHELBY",NA,NA,NA
"a0d62e36b67bba0a52b81511727ebb8f",100,313,31300,"Mollusca","Bivalvia","Arcida","Arcidae","Barbatia","Barbatia_trapezina","SHELBY",NA,NA,NA
"d03c005de5833861781e2c39641e7af9",81.967,305,24999.935,"Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Obelia","Obelia_geniculata","SHELBY",NA,NA,NA
"fd393c2d87fd884f4dc48d2f9e89c3a3",100,313,31300,"Echinodermata","Ophiuroidea","Ophiurida","Ophiactidae","Ophiactis","Ophiactis_sp._C_1298","SHELBY",NA,NA,NA
"5e6793f2e45dd56ea765ffd12384307a",99.361,313,31099.993,"Mollusca","Gastropoda","Littorinimorpha","Vermetidae",NA,"Vermetidae_HK01","SHELBY",NA,NA,NA
"d3922010c23e07dcfe0cb7a11eb5e81b",99.361,313,31099.993,"Annelida","Polychaeta","Eunicida","Eunicidae",NA,"Eunicidae_HK02","SHELBY",NA,NA,NA
"22c0abec8c082d4f9ea6351ac3f5969e",96.486,313,30200.118,"Echinodermata","Ophiuroidea","Ophiurida","Amphiuridae","Amphipholis","Amphipholis_squamata","SHELBY",NA,NA,NA
"819203d1a8cbfc54ea030f8bfafc72d4",86.293,321,27700.053,"Bryozoa","Gymnolaemata","Ctenostomatida","Vesiculariidae","Amathia","Amathia_brasiliensis","SHELBY",NA,NA,NA
"f2c892cbc38fbbf5eec8fc4fba3b1276",100,313,31300,"Annelida","Polychaeta","Phyllodocida","Nereididae","Platynereis","Nereididae_HK01","SHELBY",NA,NA,NA
"708bf07c40d391e0562bcd62314c6777",98.403,313,30800.139,"Porifera","Demospongiae","Suberitida","Suberitidae","Protosuberites","Protosuberites_denhartogi","SHELBY",NA,NA,NA
"3d3634cc2ac8ad0542fcd524b5f44a6c",100,310,31000,"Annelida",NA,"Scolecida","Orbiniidae",NA,"Orbiniidae_HK01","SHELBY",NA,NA,NA
"91f8a8462ca62641d40c8702b30059db",95.847,313,30000.111,"Porifera","Demospongiae","Clionaida","Clionaidae","Pione","Pione_velans","SHELBY",NA,NA,NA
"29c9d0b0103692d91145ddc5b2bf7679",88.462,312,27600.144,"Cnidaria","Anthozoa","Actiniaria","Edwardsiidae","Nematostella","Nematostella_vectensis","SHELBY",NA,NA,NA
"18f6380f05a08c34b58851cc19c00804",80.132,302,24199.864,"Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus","Parametriocnemus_stylatus","SHELBY",NA,NA,NA
"17e9af4a4472d0dfc57da84db6bf48c4",81.063,301,24399.963,"Arthropoda","Insecta","Diptera","Chironomidae","Nanocladius","Nanocladius_dichromus","SHELBY",NA,NA,NA
"40166b221276635cf9cb012dfe83b2a2",80.449,312,25100.088,"Annelida","Polychaeta",NA,NA,NA,"Polychaeta_sp._KSA_1437","SHELBY",NA,NA,NA
"4bacb15d98b982b563bd0153bb16a1fb",100,313,31300,"Annelida","Polychaeta","Spionida","Spionidae",NA,"Spionidae_HK01","SHELBY",NA,NA,NA
"1459855598c8997c334a8008dd6e2efa",100,313,31300,"Arthropoda","Malacostraca","Decapoda","Xanthidae","Chlorodiella","Chlorodiella_nigra","SHELBY",NA,NA,NA
"1b08997063582fcd57a7e9d0727c127b",99.042,313,31000.146,"Porifera","Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","Callyspongia_cf._pseudotoxa_LNP-2018","SHELBY",NA,NA,NA
"d5fa3d72e36a2242d7277d96ad378f55",96.805,313,30299.965,"Porifera","Demospongiae","Dendroceratida","Dictyodendrillidae","Igernella","Igernella_notabilis","SHELBY",NA,NA,NA
"a1c69227ce86bdc241f186fa61a9945a",85.809,303,26000.127,"Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidia","Herdmania_pallida","SHELBY",NA,NA,NA
"2909a7ded2864e336c50dc0644936910",80.198,303,24299.994,"Arthropoda","Insecta","Trichoptera","Hydrobiosidae","Tiphobiosis","Tiphobiosis_montana","SHELBY",NA,NA,NA
"4698aabb8eff7119a4d3422b5b4fa3a3",88.274,307,27100.118,"Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Obelia","Obelia_bidentata","SHELBY",NA,NA,NA
"112d59a50616ebfa8d36b39226445fa0",96.795,312,30200.04,"Porifera","Demospongiae","Dendroceratida","Dictyodendrillidae","Igernella","Igernella_notabilis","SHELBY",NA,NA,NA
"dd302a7f4d0a30012b8d68f306f8a223",83.387,313,26100.131,"Annelida","Polychaeta","Phyllodocida","Syllidae","Odontosyllis","Odontosyllis_gibba","SHELBY",NA,NA,NA
"d1abcf42f7b76530b2fe629619e6f0f6",100,313,31300,"Arthropoda","Malacostraca","Decapoda","Galatheidae","Galathea","Galathea_senta","SHELBY",NA,NA,NA
"791b178f5ff7ca21ca021c9f847098ab",99.342,304,30199.968,"Mollusca","Bivalvia","Ostreida","Ostreidae","Boonostrea","Boonostrea_subucula_cf","SHELBY",NA,NA,NA
"5d7b3968c44c8200057c035d56487356",81.046,306,24800.076,"Annelida","Clitellata","Haplotaxida","Naididae","Tubificinae","Tubificinae_sp._1_RV-2016","SHELBY",NA,NA,NA
"dfb66cfcfea48dc9191fc06c39cbd83e",82.951,305,25300.055,"Annelida","Polychaeta","Eunicida","Dorvilleidae","Ophryotrocha","Ophryotrocha_labronica","SHELBY",NA,NA,NA
"b4aa9cd985c229733c5d60570190acc6",100,313,31300,"Arthropoda","Malacostraca","Amphipoda","Maeridae","Maera","Maera_HK01","SHELBY",NA,NA,NA
"dbe00003d7a050eab6712dd11cc2cd54",88.179,313,27600.027,"Entoprocta",NA,NA,"Barentsiidae","Barentsia","Barentsia_gracilis","SHELBY",NA,NA,NA
"f63d789ae2194df1307f2bedf11f6046",84.566,311,26300.026,"Chordata","Actinopteri","Spariformes","Sparidae","Sparus","Sparus_aurata","SHELBY",NA,NA,NA
"68a79af4d9fbe811536a3178472324c9",95.527,313,29899.951,"Porifera","Demospongiae","Clionaida","Clionaidae","Clionaopsis","Clionaopsis_platei","SHELBY",NA,NA,NA
"acee33be57d92f903c8b021fec805cef",100,313,31300,"Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus_edwardsii_HK01","SHELBY",NA,NA,NA
"7346ba350bd602a05809c8b338f34e7e",100,313,31300,"Arthropoda","Malacostraca","Decapoda","Xanthidae","Liomera","Liomera_venosa","SHELBY",NA,NA,NA
"772b1919b0cc5077ed5c5d17059e5315",100,313,31300,"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Pisidia","Pisidia_gordoni","SHELBY",NA,NA,NA
"a7f2f6611347fc0ff9138181ec3156f0",99.681,313,31200.153,"Annelida","Polychaeta","Eunicida","Eunicidae",NA,"Eunicidae_HK01","SHELBY",NA,NA,NA
"147c0cbdb30ac6f8dd445cf338eeb427",97.444,313,30499.972,"Porifera","Demospongiae","Haplosclerida","Chalinidae","Haliclona","Haliclona_aff._aquaeductus","SHELBY",NA,NA,NA
"9bd3a578f55f26c3fde28ba819aafc63",94.249,313,29499.937,"Annelida","Polychaeta","Terebellida","Cirratulidae","Timarete","Timarete_ceciliae","SHELBY",NA,NA,NA
"c80177e5a049ff2d0f2af94f137e6914",80.984,305,24700.12,"Annelida","Polychaeta","Phyllodocida","Nereididae","Hediste","Hediste_diversicolor","SHELBY",NA,NA,NA
"0b85e6d108ca94f7dedafbcc803657f3",100,313,31300,"Chordata","Actinopteri","Perciformes","Serranidae","Cephalopholis","Cephalopholis_boenak","SHELBY",NA,NA,NA
"6dd61dfd14d47cba037f255a6e33dd0c",96.805,313,30299.965,"Annelida","Polychaeta","Phyllodocida","Hesionidae","Syllidia","Syllidia_hongkongensis","SHELBY",NA,NA,NA
"18d6fd82b759d260b2f05780432d2797",100,312,31200,"Annelida","Polychaeta","Phyllodocida","Hesionidae","Leocrates","Leocrates_chinensis_HK03","SHELBY",NA,NA,NA
"4c8f20799b105e1e073ef2c334945044",100,313,31300,"Sipuncula","Phascolosomatidea","Phascolosomatida","Phascolosomatidae","Phascolosoma","Phascolosoma_HK01","SHELBY",NA,NA,NA
"48182dec55177c9c7c1f4560f03934ee",99.042,313,31000.146,"Chordata","Ascidiacea","Stolidobranchia","Styelidae","Symplegma","Symplegma_rubra","SHELBY",NA,NA,NA
"d6149622345b091a8384a6027fc34d81",100,304,30400,"Mollusca","Bivalvia","Ostreoida","Ostreidae","Ostrea","Ostrea_stentina","SHELBY",NA,NA,NA
"60961f86835daa8fbfc09960d1e33fd2",80.921,304,24599.984,"Cnidaria","Hydrozoa","Leptothecata","Malagazziidae","Malagazzia","Malagazzia_taeniogonia","SHELBY",NA,NA,NA
"3289be4645ab15f978541f8a6a1900c1",84.177,316,26599.932,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Cantharus","Cantharus_cecillei","SHELBY",NA,NA,NA
"6f6c9caaafa44d7f4d1b0eddebbd4f03",90.705,312,28299.96,"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Cuapetes","Cuapetes_HK01","SHELBY",NA,NA,NA
"dd373627eabdf42d5f36171a0c31cfd7",99.042,313,31000.146,"Annelida","Polychaeta","Phyllodocida","Polynoidae","Melaenis","Melaenis_sp._YZ-2018","SHELBY",NA,NA,NA
"47fc609c7f8417f1b26ed7182b5a28fa",90.415,313,28299.895,"Cnidaria","Hydrozoa","Leptothecata","Mitrocomidae","Halopsis","Halopsis_ocellata","SHELBY",NA,NA,NA
"b8fe6a8b760c2100c18586a1e2dc723b",100,313,31300,"Annelida","Polychaeta","Golfingiida","Golfingiidae","Nephasoma","Nephasoma_flagriferum","SHELBY",NA,NA,NA
"a031a54f1b3fc927c1deee5c1b17779f",100,313,31300,"Annelida","Polychaeta","Phyllodocida","Syllidae","Trypanosyllis","Trypanosyllis_luzonensis_HK01","SHELBY",NA,NA,NA
"19ebf4d4e007cd12e71d6f9ce1882f3a",96.166,313,30099.958,"Porifera","Demospongiae","Clionaida","Clionaidae","Pione","Pione_velans","SHELBY",NA,NA,NA
"7f90eb153d1698492b8daaf0785c29e9",96.805,313,30299.965,"Echinodermata","Ophiuroidea",NA,NA,NA,"Ophiuroidea_HK01","SHELBY",NA,NA,NA
"64d74ff36d1102a3b0090a828cdcaf6b",100,313,31300,"Annelida","Polychaeta","Terebellida","Cirratulidae",NA,"Cirratulidae_HK01","SHELBY",NA,NA,NA
"fc4eaa592ef5ac42911889a160dba14b",100,313,31300,"Mollusca","Gastropoda",NA,"Fissurellidae","Diodora","Diodora_HK01","SHELBY",NA,NA,NA
"51ed58ed2caaae8511a6e1f1d0f35f9b",100,313,31300,"Mollusca","Gastropoda","Trochida","Trochidae","Clanculus","Clanculus_HK01","SHELBY",NA,NA,NA
"fdff69b0c770b70f4978d9f23ac49ff4",90.415,313,28299.895,"Annelida","Polychaeta","Phascolosomatiformes","Phascolosomatidae","Phascolosoma","Phascolosoma_nigrescens","SHELBY",NA,NA,NA
"2b2e057d4cb060038091285099108b2e",84.345,313,26399.985,"Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Sige","Sige_fusigera","SHELBY",NA,NA,NA
"44e51575aa125cebc9b30be4c71a21c0",99.042,313,31000.146,"Annelida","Polychaeta",NA,NA,NA,"Polychaeta_sp._KSA_1527","SHELBY",NA,NA,NA
"653594e5207922edf417524d95f12319",99.681,313,31200.153,"Arthropoda","Malacostraca","Decapoda","Pilumnidae",NA,"Pilumnidae_HK02","SHELBY",NA,NA,NA
"27396927aabb3a3e852ee439e5e4bde4",100,313,31300,"Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidia","Herdmania_pallida","SHELBY",NA,NA,NA
"ee03bc3f290a01a5a5162dc4db81da89",88.462,312,27600.144,"Cnidaria","Hydrozoa","Anthoathecata","Pandeidae","Amphinema","Amphinema","SHELBY",NA,NA,NA
"fc107bdf60c98858c9787902570784ac",100,313,31300,"Entoprocta",NA,NA,"Barentsiidae",NA,"Barentsiidae_HK01","SHELBY",NA,NA,NA
"cc1ab4a73104c991f238d79dd8c686c7",90.064,312,28099.968,"Annelida","Polychaeta",NA,NA,NA,"Polychaeta_sp._C_0189","SHELBY",NA,NA,NA
"b3c110965ccadeababc66f80c04f406e",100,313,31300,"Annelida","Polychaeta","Phyllodocida","Syllidae",NA,"Syllidae_HK05","SHELBY",NA,NA,NA
"162a312ecd1476cbc60b4a4594f91505",81.905,315,25800.075,"Arthropoda","Insecta","Lepidoptera","Nymphalidae","Philaethria","Philaethria_wernickei","SHELBY",NA,NA,NA
"1a9bc891a3ac2414e7211715a4c347b0",100,313,31300,"Porifera","Demospongiae","Hadromerida","Tethyidae","Tethya","Tethya_HK01","SHELBY",NA,NA,NA
"c1a88028022fb306e728866c349b861b",85.161,310,26399.91,"Bryozoa","Gymnolaemata","Cheilostomatida","Smittinidae","Parasmittina","Parasmittina_collifera","SHELBY",NA,NA,NA
"e1b17ad1a6a5153669da06288a1be6c0",96.825,315,30499.875,"Arthropoda","Malacostraca","Decapoda","Alpheidae","Athanas","Athanas_parvus","SHELBY",NA,NA,NA
"b75b8cda43e63dc52b9649dce82b17a4",97.756,312,30499.872,"Mollusca","Bivalvia","Mytiloida","Mytilidae","Leiosolenus","Leiosolenus_mucronatus","SHELBY",NA,NA,NA
"20d6750a4f29b6a00228ae1b9b26bbc0",84.211,304,25600.144,"Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Nereiphylla","Nereiphylla_HK02","SHELBY",NA,NA,NA
"9c269b5c97423d2ebdcbbe0a3d6df499",99.361,313,31099.993,"Arthropoda","Malacostraca","Decapoda","Diogenidae","Areopaguristes","Areopaguristes_HK01","SHELBY",NA,NA,NA
"15014904b7e8745881b7dd0b86f9e221",100,313,31300,"Porifera","Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","Callyspongia_sp._LNP-2018","SHELBY",NA,NA,NA
"72220fa3e49b9ca90f7a19c8b9b17eff",97.444,313,30499.972,"Porifera","Demospongiae","Clionaida","Clionaidae","Pione","Pione_velans","SHELBY",NA,NA,NA
"acb8f0bbccea2b2f33cdcaad48ab3790",96.795,312,30200.04,"Porifera","Demospongiae","Suberitida","Suberitidae",NA,NA,"SHELBY",NA,NA,NA
"a25d15f82343312084d8643a5961c502",99.045,314,31100.13,"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Lysmata","Lysmata_vittata","SHELBY",NA,NA,NA
"3fc9c8a65c939ad3a1f3faafb6e94908",100,313,31300,"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Lissoporcellana","Lissoporcellana_spinuligera","SHELBY",NA,NA,NA
"28099c7f19c4d77d0e0134ec90e5b81d",98.403,313,30800.139,"Mollusca","Bivalvia","Mytilida","Mytilidae","Lithophaga","Lithophaga_HK02","SHELBY",NA,NA,NA
"8bb474e2080dda53f49f4f6d68dd7723",80.066,301,24099.866,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Cryptaspasma","Cryptaspasma_kigomana","SHELBY",NA,NA,NA
"56956ba646159e76460609aa58b11ce9",80.878,319,25800.082,"Mollusca","Gastropoda","Littorinimorpha","Annulariidae","Parachondria","Parachondria_pyrostoma","SHELBY",NA,NA,NA
"d58620c407819641e3a901e9b6f5dc86",81.447,318,25900.146,"Arthropoda","Arachnida","Araneae","Salticidae","Popcornella","Popcornella_nigromaculata","SHELBY",NA,NA,NA
"0552222b219f219af9f2da55b460f5c0",100,313,31300,"Arthropoda","Branchiopoda","Diplostraca","Sididae","Penilia","Penilia_avirostris","SHELBY",NA,NA,NA
"2339141bf06ce96b5d3a66261e07dea1",100,313,31300,"Arthropoda","Malacostraca","Decapoda","Xanthidae","Epiactaea","Epiactaea_bullifera","SHELBY",NA,NA,NA
"68e1c75263e1eeab2d424343b548f6f2",100,304,30400,"Mollusca","Bivalvia","Ostreida","Pteriidae","Pinctada","Pinctada_albina","SHELBY",NA,NA,NA
"34cfe9801f9f045ae3946572210d5b45",100,313,31300,"Annelida","Polychaeta","Eunicida","Eunicidae","Lysidice","Lysidice_HK03","SHELBY",NA,NA,NA
"3b7d1df42b919c1816a4f3a5fac77d80",100,313,31300,"Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Styela_canopus_HK02","SHELBY",NA,NA,NA
"8df8ff95a597b1cb8638715596d3e29b",87.459,303,26500.077,"Bryozoa","Gymnolaemata","Ctenostomatida","Vesiculariidae","Amathia","Amathia_gracilis","SHELBY",NA,NA,NA
"0f6ace928be4bb17fc4a16581418baba",87.179,312,27199.848,"Entoprocta",NA,NA,"Barentsiidae","Barentsia","Barentsia_gracilis","SHELBY",NA,NA,NA
"7484532443407980a8ba434f28ff68e2",80.573,314,25299.922,"Arthropoda","Insecta","Diptera","Culicidae","Mansonia","Mansonia_bonneae","SHELBY",NA,NA,NA
"938dd9a1a8a92c74a9267d7667eb6466",100,313,31300,"Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce","Phyllodoce_HK02","SHELBY",NA,NA,NA
"02117f685a3cdb596ae37c749888beea",100,313,31300,"Porifera",NA,NA,NA,NA,"Porifera_HK01","SHELBY",NA,NA,NA
"a17be2ca8b236521a4c614ba255a10ed",80.317,315,25299.855,"Mollusca","Bivalvia","Veneroida","Veneridae","Tapes","Tapes_dorsatus","SHELBY",NA,NA,NA
"977b464551d68cbca2983e86e208a99b",99.361,313,31099.993,"Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus_hippothoe","SHELBY",NA,NA,NA
"bb8bade1ac4d9aaf86109408335656c4",96.486,313,30200.118,"Porifera","Demospongiae","Clionaida","Clionaidae","Clionaopsis","Clionaopsis_platei","SHELBY",NA,NA,NA
"cb9955e57c293eafdb43fd98240314c4",84.74,308,26099.92,"Entoprocta",NA,NA,"Pedicellinidae","Pedicellina","Pedicellina_cernua","SHELBY",NA,NA,NA
"62c5376a5a4b674476886ebf5026f93b",99.681,313,31200.153,"Arthropoda","Hexanauplia","Sessilia","Balanidae","Balanus","Balanus_trigonus","SHELBY",NA,NA,NA
"2dd0d43dfc92e0261503b07eff1810e5",82.143,308,25300.044,"Arthropoda","Insecta","Diptera","Ceratopogonidae","Culicoides","Culicoides_fagineus","SHELBY",NA,NA,NA
"eb321c7b2ca616fd4b60c51096d7171d",91.054,313,28499.902,"Entoprocta",NA,NA,"Loxosomatidae","Loxocorone","Loxocorone_allax","SHELBY",NA,NA,NA
"9741d115d632f618245f0ecb44030c22",100,313,31300,"Chordata","Actinopteri","Chaetodontiformes","Leiognathidae","Photopectoralis","Photopectoralis_bindus","SHELBY",NA,NA,NA
"8b189e364a1583970bb50b4bca5963fb",81.09,312,25300.08,"Arthropoda","Insecta","Diptera","Agromyzidae",NA,"Agromyzidae_sp._BIOUG23987-H02","SHELBY",NA,NA,NA
"fbe1b57c0fc3fd95df1f945052c7155b",89.32,309,27599.88,"Mollusca","Gastropoda","Pleurobranchida","Pleurobranchidae","Pleurehdera","Pleurehdera_haraldi","SHELBY",NA,NA,NA
"280558578d84d78351ce33d09e299b86",80.449,312,25100.088,"Arthropoda","Hexanauplia","Calanoida","Pontellidae","Labidocera","Labidocera_pavo","SHELBY",NA,NA,NA
"bb7d4ad2292aabe3fed625d6dfae7b44",100,313,31300,"Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus_edwardsii_HK04","SHELBY",NA,NA,NA
"4fe94174f1a1997f02f965723c2eabed",87.742,310,27200.02,"Nemertea","Pilidiophora","Heteronemertea","Lineidae","Micrura","Micrura_dellechiajei","SHELBY",NA,NA,NA
"240de501832b12fe3a45aa466f71708b",98.083,313,30699.979,"Porifera","Demospongiae","Suberitida","Suberitidae","Protosuberites","Protosuberites_ectyoninus","SHELBY",NA,NA,NA
"c85a8f5f3e66a457efbbb0451503abe3",84.444,315,26599.86,"Arthropoda","Insecta","Lepidoptera","Nepticulidae","Roscidotoga","Roscidotoga_callicomae","SHELBY",NA,NA,NA
"31dfba410419e7a9a789b29eab4264aa",98.722,313,30899.986,"Mollusca","Gastropoda","[unassigned]_Caenogastropoda","Cerithiidae","Cerithium","Cerithium_zonatum","SHELBY",NA,NA,NA
"e9b9e5f80b956dc6634d608f592c794f",89.137,313,27899.881,"Bryozoa","Gymnolaemata","Ctenostomatida","Vesiculariidae","Amathia","Amathia_imbricata","SHELBY",NA,NA,NA
"d3c89d77e9bdfe98d1b5e82ebcc8853e",83.067,313,25999.971,"Annelida","Polychaeta","Phyllodocida","Syllidae","Opisthosyllis","Opisthosyllis_leslieharrisae","SHELBY",NA,NA,NA
"1ab3df143e526bb9eb99c598133844e4",99.681,313,31200.153,"Annelida","Polychaeta","Phyllodocida","Hesionidae","Oxydromus","Oxydromus_HK01","SHELBY",NA,NA,NA
"11cf9318af396c8763ff16ba0ec81cd1",98.722,313,30899.986,"Porifera","Demospongiae","Haplosclerida","Niphatidae","Gelliodes","Gelliodes_wilsoni","SHELBY",NA,NA,NA
"a72fb9ed84a5abc752d22549ea29433c",92.652,313,29000.076,"Annelida","Polychaeta","Sabellida","Sabellidae","Amphiglena","Amphiglena_terebro","SHELBY",NA,NA,NA
"64fc6c1bc91deab72c547f9e5606d7e1",81.553,309,25199.877,"Mollusca","Bivalvia","Veneroida","Montacutidae","Brachiomya","Brachiomya_stigmatica","SHELBY",NA,NA,NA
"66cd40132e5babc60bdd9ac90007cf8a",81.639,305,24899.895,"Annelida","Polychaeta","Phyllodocida","Syllidae",NA,"Syllidae_sp._FTP_3157","SHELBY",NA,NA,NA
"b71c4cbc253d77c01382f834cc37d676",99.677,310,30899.87,"Chordata",NA,NA,"Branchiostomidae","Branchiostoma","Branchiostoma_malayanum","SHELBY",NA,NA,NA
"aa2ecf24ee0ca3f108e9f97bbb3a25dc",83.861,316,26500.076,"Arthropoda","Insecta","Diptera","Culicidae","Anopheles","Anopheles_sawyeri","SHELBY",NA,NA,NA
"2b256096507a30fc097b8902dba3bae8",87.302,315,27500.13,"Cnidaria","Hydrozoa","Leptothecata","Eirenidae","Helgicirrha","Helgicirrha_cari","SHELBY",NA,NA,NA
"8ca2bb91c56a4b77a8f303bff3f4ea9b",83.28,311,25900.08,"Annelida","Polychaeta","Spionida","Spionidae","Polydora","Polydora_websteri","SHELBY",NA,NA,NA
"689cc8665e6ec38f2e09a2db911528b6",84.887,311,26399.857,"Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Obelia","Obelia_dichotoma","SHELBY",NA,NA,NA
"79e0779822be43fa40d86da8a3835346",99.681,313,31200.153,"Annelida","Polychaeta","Terebellida","Terebellidae",NA,"Terebellidae_HK06","SHELBY",NA,NA,NA
