"","id","fraction","phylum","HHW02","HHW03","HHW04","HHW05","HHW06","HHW07","HHW08","HHW10","HHW11","HHW13","HHW14","HHW15","HHW16","HHW18","HHW19","HHW21","HHW23","HHW24"
"25","f3ec7d16628153029744b1354a81e677","byARMS","Phaeophyceae",15,2,0,0,48,0,7,64,0,5,4,4,15,25,21,5,9,0
"26","3077bbd431bacf8476e90874b90a77df","byARMS","Rhodophyta",0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"27","3210adaed2eb762dee7d2e8e872abdbc","byARMS","Annelida",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","fe431945cc6a4ec99a87b217465afe8f","byARMS","Entoprocta",11,25,3,23,9,12,5,16,0,34,12,4,2,7,0,0,9,0
"29","a5ce641e842fa5c8d2e91543ba1313b5","byARMS","Arthropoda",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,333,0
"30","feb90e3e3a7e1ae9e409c1b16736e8d6","byARMS","notAssigned",450,719,161,186,46,152,0,52,118,12,130,219,99,18,57,65,61,306
"31","a1f23f8a49a6ea3a894416a767bc7c18","byARMS","notAssigned",0,0,0,92,0,0,0,0,0,0,0,74,4,0,1337,0,38,0
"32","c7c461fad2f4f535190e9650ace5bdb3","byARMS","notAssigned",197,5838,1137,303,280,1582,51,206,710,1281,159,466,9,164,0,0,0,0
"33","59dac5c0af692f2899b141ed51057cc3","byARMS","notAssigned",0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","5b9de646be27c0700bcb6262507b0e4d","byARMS","Oomycota",10,24,10,63,8,2,6,14,14,4,92,37,43,49,32,9,28,9
"35","6a8024ec23ccf7aa447f1f3be46cbd6f","byARMS","notAssigned",0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"36","8ca2bb91c56a4b77a8f303bff3f4ea9b","byARMS","Annelida",15,15,60,97,52,39,32,53,59,13,68,315,35,44,39,53,51,105
"37","b026f9883043ab55920a4402437b06fe","byARMS","notAssigned",0,6,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,0
"38","85912340d4ba41034b0a1468c73db068","byARMS","notAssigned",0,0,0,0,18,0,0,28,0,0,0,0,0,0,0,0,8,6
"39","fc107bdf60c98858c9787902570784ac","byARMS","Entoprocta",32,108,41,78,75,24,76,47,11,180,8,144,68,61,0,11,27,48
"40","c81131388fbe9c05fe868151ae61e5f2","byARMS","Arthropoda",6,0,4,0,5,0,0,0,0,2,0,9,0,71,0,0,0,6
"41","0f6ace928be4bb17fc4a16581418baba","byARMS","Entoprocta",112,39,23,49,23,10,32,0,0,12,4,9,91,42,61,23,60,29
"42","016f62eec5c75b87dd67aff8f171623f","byARMS","notAssigned",491,279,955,105,6,869,290,0,96,652,742,23,206,92,3,300,1516,84
"43","cc4ba063a2b4590f0900ca6bec08aedb","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"44","acc446e86e5336fcd9e573d4ff9af10d","byARMS","Nemertea",0,65,0,3,0,5,3,71,0,36,6,16,6,3,0,6,13,10
"45","fd393c2d87fd884f4dc48d2f9e89c3a3","byARMS","Echinodermata",23,0,24,141,0,0,0,0,0,155,1631,40,16,526,1090,0,0,4285
"46","3efbf60672291c92d206eeeee45555c1","byARMS","Annelida",12,59,117,11,0,0,5,0,0,14,4,0,6,0,0,0,0,10
"47","a5e6ad3e086dd0aa9c46ecf37e9902bb","byARMS","Mollusca",38,0,0,0,3,0,0,3,0,0,0,10,0,0,0,0,4,3
"48","9070513f47a541c86fc7b16c795e7d6d","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"49","662fff1cd69decb0007ca72e6bfd7491","byARMS","Annelida",0,0,0,0,0,0,0,0,0,0,0,7,0,0,216,0,0,7
"50","defb6b18c9a2eec833bce209f16d5fd3","byARMS","Annelida",0,0,5,7,19,0,0,0,0,7,0,2,8,0,6,0,3,0
"51","d5d6cf4818c7c9bc724b57cb6453f8da","byARMS","notAssigned",4816,5301,610,435,1027,6664,50,16128,6278,0,1231,610,1495,18259,1655,37,320,6
"52","de0d548c5344077769d83f1b9e440545","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"53","9741d115d632f618245f0ecb44030c22","byARMS","Chordata",0,0,0,0,0,0,0,40,0,5,0,0,8,149,236,0,0,0
"54","590ef3b311f86f6aa3dc68b7facc25f4","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"55","9c269b5c97423d2ebdcbbe0a3d6df499","byARMS","Arthropoda",32,0,0,183,0,91,0,0,0,0,1190,0,0,23,0,5,155,26
"56","e397969c87e3663848daa18eec74651f","byARMS","Bacillariophyta",0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,4
"57","1cabc5d4d89f4323e0268f0a0e10f854","byARMS","notAssigned",0,3,49,2,21,0,0,0,3,0,0,6,0,10,0,0,0,16
"58","bec0dede0548df330fa49c70a14edb0e","byARMS","Nemertea",0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,7,0
"59","31a8279f0766ad0ef52cde279a796fc5","byARMS","Arthropoda",0,0,0,0,0,0,0,0,57,0,0,202,2,0,0,0,0,0
"60","bade5ecaa271dac9a7031fa403ba1c4c","byARMS","Bacillariophyta",0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0
"61","8a664ebfb7cbbf3c7b51e7d14198616e","byARMS","notAssigned",0,0,0,0,0,0,50,0,13,9,6,6,16,0,9,10,49,9
"62","547258e82a2aa195fc344a13c91010fc","byARMS","notAssigned",0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0
"63","6a471eac074fd88592936fee4a7c3847","byARMS","Arthropoda",0,0,0,0,0,4,13,0,0,8,0,12,0,4,0,4,2,0
"64","8b78c95fd44fe2e033cc64fede866d13","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,3,0
"65","dee956880e86b133749fa1ef19ff012c","byARMS","Annelida",8,14,44,4,12,116,50,72,21,76,16,3,26,317,144,96,109,120
"66","74d85736ad8dd79e64cc7b6e55e7c330","byARMS","Chordata",1736,219,368,186,2795,1518,547,4,75,57,47309,15,0,11400,16672,0,484,640
"67","b6444d674e2a5bccc22457e01fdf7a6c","byARMS","Echinodermata",1086,84,0,143,1118,655,63,4455,546,69,2009,0,0,289,0,2401,394,3115
"68","06e11976af81bef7d91e1ca318309f10","byARMS","notAssigned",3760,2362,1464,1645,1122,1643,2658,4633,928,1310,4517,4757,6515,2567,7097,3618,4456,2620
"69","2d374dd89b30032d0ada2c54fcf60c64","byARMS","notAssigned",36,12,17,22,14,88,86,11,7,49,17,25,21,16,0,10,19,15
"70","4fe94174f1a1997f02f965723c2eabed","byARMS","Nemertea",0,0,0,0,0,0,0,0,0,0,0,0,2,140,0,12,410,0
"71","031e5c02fc20e608483cf38bdd955aed","byARMS","Annelida",13,11,2,22,17,10,9,2,9,20,10,7,28,11,39,0,3,0
"72","8f558810feedb07eec9d1bc78d0405a1","byARMS","notAssigned",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"73","fadae596d06f1d0ea9b438d7b4b699c8","byARMS","Rhodophyta",0,2,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,3
"74","46a59051df321762738847889430937d","byARMS","Porifera",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"75","cc2dc15846b37136aa147d44a907ed1c","byARMS","Porifera",0,0,0,2,0,30,0,6,0,0,0,0,15,41,2,0,12,0
"76","011b4425f364b9a7366e46973345c255","byARMS","Phaeophyceae",4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"77","f796f3fec37b2664c726007f8202f666","byARMS","notAssigned",0,0,0,0,0,4,6,23,9,0,0,18,2,3,93,0,0,8
"78","fe75178586088e3df68aa891e70efa7b","byARMS","notAssigned",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"79","0b7e7f37fa6fb081197317f1c1d82e72","byARMS","notAssigned",0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
"80","64ece263d87a16bcf8525a82fb721acc","byARMS","Arthropoda",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"81","b941ab61ebff4d5b12e3d2626ad88e4f","byARMS","notAssigned",7,0,0,0,0,0,19,7,3,0,0,0,10,4,3,0,0,0
"82","3ae865ef74380cd893333e923fd3da4f","byARMS","notAssigned",0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
"83","98ce51f4a625acb1de82e3cbb737de15","byARMS","notAssigned",23,0,15,0,0,0,31,0,0,0,0,0,3,0,0,0,0,0
"84","0d857d318ccc012fef28ea0be9b93dc6","byARMS","notAssigned",3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"85","c202dc2c472669251245bfef451ba8b7","byARMS","Arthropoda",0,52,5,0,0,7,0,0,30,0,0,0,7,13,0,0,10,6
"86","572df06c5fe35cc5320feea6edefd8f7","byARMS","notAssigned",12,37,5,13,7,102,7,0,0,18,0,91,26,0,0,0,11,84
"87","80f8988169e7a4c192929ccf010dce2b","byARMS","notAssigned",0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"88","5e9813eb4bd54c15e2a96eebbe56d09e","byARMS","Arthropoda",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","cda2cd30cb0473ffaf4b80190a1649d3","byARMS","notAssigned",0,0,0,511,0,0,0,0,0,901,0,0,0,0,0,0,0,0
"90","a72fb9ed84a5abc752d22549ea29433c","byARMS","Annelida",0,36,66,5,0,0,18,3,2,0,12,9,0,19,53,53,36,6
"91","50f4b96494f5316e81048004afdc1d97","byARMS","Nemertea",52,71,115,40,59,56,16,15,69,161,120,332,160,352,244,201,425,66
"92","40e431e9f329fd079fc9f45314099057","byARMS","Mollusca",0,12,0,4,5,6,21,0,5,0,0,0,17,19,0,0,0,13
"93","073aff25fe918a6d4aeb990a9a7821d1","byARMS","Arthropoda",0,7,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0
"94","ebcc40d5e025bdcb66fe5bfbc180536a","byARMS","Arthropoda",6749,389,2377,27895,52,25,3930,2142,12,0,14837,1186,1009,34,0,4152,133,152
"95","ba4eda14a77fdec8ab61daf34d54c631","byARMS","Mollusca",0,58,32,149,0,0,114,169,219,171,62,0,238,1438,371,0,26,1017
"96","107e0831e30072301383b46c7cbac89d","byARMS","notAssigned",0,99,41,15,71,31,0,13,0,0,11,32,4,0,0,0,12,38
"97","68949dfc839c7d6bf905c8ac14111562","byARMS","notAssigned",0,0,0,0,0,0,31,0,0,0,0,10,181,0,28,0,0,7
"98","2d6168af2ffa78c6c71146c8a10681a9","byARMS","Annelida",0,0,0,16,8,0,0,16,0,0,22,32,4,0,12,7,4,10
"99","51ed58ed2caaae8511a6e1f1d0f35f9b","byARMS","Mollusca",88,0,0,58,7,3,9,0,0,0,10,43,13,72,0,10,980,31
"100","daf3a4be3ad925ca38103d70982c4b65","byARMS","Annelida",10,41,48,0,9,14,95,0,14,0,8,17,0,0,35,10,0,7
"101","26bd18a7aa4835712754767a8b8a3218","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"102","c8aab1406c0a7269455a88c872da6755","byARMS","Arthropoda",40,0,41,12,16,38,21,0,18,15,0,9,5,7,33,10,34,6
"103","c1a88028022fb306e728866c349b861b","byARMS","Bryozoa",123,11,5,11,16,0,32,371,4,0,86,57,6,0,0,100,29,343
"104","25fafd15d98752c1a98ba72fe87bc6b4","byARMS","Arthropoda",0,0,0,5,5,0,0,18,0,0,9,0,0,0,0,7,0,0
"105","14380c4c6674ebce510ea7116a4a4cbc","byARMS","notAssigned",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","6fbd5ed0d4aa293acb2f47febb0e46f8","byARMS","Echinodermata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"107","fc7f144d63bc19138cebe690193978e5","byARMS","Mollusca",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"108","c76488343fcff2fca0bc82b3f88aeaac","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"109","bac6856ca3ea09852bc8b429878dcc88","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0
"110","0b85e6d108ca94f7dedafbcc803657f3","byARMS","Chordata",0,3,0,0,0,0,14,4,0,2,0,0,4,1689,0,0,0,0
"111","46f278c7640b3a4f517b2861dae46e8d","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"112","0f6c123b3ea9150f73bcf1f430df4615","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"113","20d6750a4f29b6a00228ae1b9b26bbc0","byARMS","Annelida",130,28,67,0,80,116,3,20,71,177,142,220,76,45,80,48,216,157
"114","f4a02a10b86438dc22129579f8b7c97f","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"115","76bf7782409ab8e9f9a09a916029d283","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"116","63901211bcc0f83f25817a5e13df35c6","byARMS","Entoprocta",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"117","e9d9e1373444ec60e2196734f849d9e4","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,9,0
"118","39d06abf4be3deb19bab24ac774a3416","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0
"119","1083f0f8c9c426a9bc08104b2b644f2f","byARMS","Porifera",2201,1702,42,69,86,295,540,1817,11,125,135,0,536,263,198,122,156,1583
"120","c6ba74d7c2198dd9a3b11c208e0b25cf","byARMS","Mollusca",0,0,0,0,0,0,0,0,0,0,10404,0,0,0,0,0,0,0
"121","66f6da2d2aacd86f8ae43462c90a0b6f","byARMS","Annelida",0,0,0,4,0,3,0,6,5,0,5,7,0,0,0,0,0,0
"122","68a9bd8f00bbfc5e29f570438bb56860","byARMS","Phoronida",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"123","a95d1bd2691332171c52845d9adeac73","byARMS","Echinodermata",4,0,0,17,168,0,3,11,0,7,0,0,23,7,17,5,0,27
"124","b8fe6a8b760c2100c18586a1e2dc723b","byARMS","Annelida",0,0,0,0,0,0,24,0,0,110,3,1309,20,0,0,4,0,0
"125","c3bb39659f02f7891e19d0e1fbcf12ae","byARMS","Mollusca",2,2,0,0,0,0,0,0,0,7,4,0,0,0,2,0,0,0
"126","02fa1566f60f8ecf024e601d3f3807ca","byARMS","notAssigned",0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,3,0,2
"127","da0d2c424d26a56df66ec6f43c06629b","byARMS","Chordata",0,0,0,0,20,2,0,0,7,0,0,0,0,0,0,0,0,0
"128","9c43b47b4225a48fa08df2e2cab98615","byARMS","notAssigned",0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0
"129","a6243f1d3f0546ee3780e2192e0198b8","byARMS","Annelida",1002,1911,999,105,79,1284,1926,911,0,69,783,16,475,1103,100,239,1001,1190
"130","bf0ca8468495fa72efb348298b1cfd98","byARMS","notAssigned",25,6,0,0,10,55,0,0,0,11,0,79,74,0,0,0,0,0
"131","2e3e7f4cd671a115b3f6d0ce7c71adff","byARMS","notAssigned",12,23,2,5,8,0,0,16,4,42,0,69,3,11,47,0,140,3
"132","6e45d83efa39d84a020afefa5d5abaac","byARMS","Arthropoda",0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0
"133","18abd4f14bbbe91e4fd3335a5cfdc00e","byARMS","notAssigned",0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"134","aad5412ce9de88987ca13ab9f01494ba","byARMS","Arthropoda",0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","c0137523bcd125ef7585a546b2196686","byARMS","Arthropoda",857,17092,674,1023,461,187,855,40,88,8642,758,120,17,0,1540,3,29,455
"136","a1f4742c2c8d4d77a016916dfb101902","byARMS","notAssigned",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","fca760a82c38739c7ffe80e5af08f833","byARMS","Mollusca",27,13,16,2,0,131,14,0,13,132,37,0,5,0,0,36,0,0
"138","57d11261f9337b9f64926e50ff710911","byARMS","Arthropoda",0,28,28,78,0,35,173,6,13,0,0,0,0,0,0,0,0,0
"139","c4b05cb086be031a92497fd53425c817","byARMS","notAssigned",3,0,8,0,0,62,0,0,12,10,0,0,70,186,137,0,31,0
"140","3795aa559a2ec6d99aa3262b6e0c5858","byARMS","Porifera",12,8,0,0,0,0,0,106,0,0,16,0,87,0,42,0,125,0
"141","06f954af566e28324233acd21a1cbace","byARMS","Arthropoda",0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","3a5961ff82afba3c9151a08faf3871ed","byARMS","Arthropoda",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","6d0724f6d7236c0adf482c7d5d02dd82","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0
"144","3f0fa2c7297af222bf1116e587192541","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,8,0
"145","7ae70b6036adab4415b34d229ed7627a","byARMS","Annelida",11,2,0,0,5,0,0,2,0,0,4,5,5,8,9,0,0,14
"146","59970904c0bfe17461b3e815f04f0e87","byARMS","Oomycota",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0
"147","64a2e99b7a06b162522ec5baed6a632a","byARMS","notAssigned",0,14,4,5,0,34,55,0,15,6,4,0,8,10,0,4,4,4
"148","c6bf6a6eacfa9791c57fea0e114f1c1e","byARMS","Basidiomycota",0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0
"149","c8a0744fb7ba7b4468f83de1a7191e9f","byARMS","Nemertea",0,755,140,0,0,180,0,0,0,0,140,0,5,3,743,0,0,161
"150","fbe1b57c0fc3fd95df1f945052c7155b","byARMS","Mollusca",0,0,0,0,404,0,85,0,0,0,17,0,0,0,19,0,23,5
"151","56eab1e8d53cfd7df5a6bad62a28c1a5","byARMS","Bacillariophyta",0,0,0,0,0,2,0,0,6,2,0,0,0,0,2,0,4,0
"152","6c8da3f5045d41a0143cf1f617cbd293","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0
"153","001c7980562406cb492f0c91c9246911","byARMS","Arthropoda",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"154","f0ba7aacd944c95a10580625c8f88df7","byARMS","Arthropoda",0,2,0,0,13,0,0,20,0,27,0,0,2,40,5,0,0,3
"155","4b7ce1e76e8bec279287c96baf99c8ed","byARMS","notAssigned",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"156","40b194e240e3ce6e3bf3ee074d8c57e6","byARMS","notAssigned",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"157","f63d789ae2194df1307f2bedf11f6046","byARMS","Chordata",721,0,51,0,863,573,192,430,177,1391,0,0,0,4,0,0,0,0
"158","03993a6967f0bda6e2e648b6337ac932","byARMS","notAssigned",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"159","6cde400f2b723e1f5074f21b4ceed154","byARMS","Arthropoda",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"160","c5ef5bb3597ed303a00c3d0c974e5242","byARMS","Porifera",0,17,10,10,59,0,0,0,0,9,11,13,31,44,14,0,8,25
"161","a2eece8d0d178b47552184cb70c9fb22","byARMS","Arthropoda",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","988f6068a2792cdb73f7405cfa3bd17f","byARMS","notAssigned",12,0,47,9,0,11,0,0,0,12,16,0,17,0,0,9,9,16
"163","1459855598c8997c334a8008dd6e2efa","byARMS","Arthropoda",4005,20,1292,25,0,0,62,2033,0,0,11,0,0,0,909,0,0,86
"164","c7ff94a1e567ac79fa1b895a2b72b183","byARMS","notAssigned",0,0,0,0,2,0,3,15,0,4,0,4,0,0,0,18,0,9
"165","50d44415d08a86e1f33aab80d4305cf2","byARMS","Rhodophyta",284,0,140,26,48,16,46,556,0,143,91,75,139,0,43,10,0,87
"166","19cf7b8ed212118800d3db6c6dc3ddc9","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,34,30,0,0,0,0,0,0,9
"167","90ac45381d0a3b34f25c2a714cdfb277","byARMS","Mollusca",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,14
"168","3fc9c8a65c939ad3a1f3faafb6e94908","byARMS","Arthropoda",21,49,9,75,30,120,22,0,0,98,191,53,12,20,0,9,73,89
"169","bb6af8dd84c008399ae4506e11b3166e","byARMS","Nemertea",3542,0,5,0,0,923,21,441,0,0,256,0,1043,404,0,157,645,9
"170","6dbfc2033adab70027cc1f126e5dc055","byARMS","notAssigned",1557,1970,232,3605,619,6455,3670,823,486,1079,983,0,1609,0,0,1237,866,2105
"171","319b52493fd937aa20256dbb5d471ff5","byARMS","notAssigned",45,15,6,17,0,0,21,0,25,0,3,10,48,0,40,7,52,12
"172","64be187ec413d7fa336c588d25e52983","byARMS","notAssigned",9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"173","f0b1706e5f5c883fe7878b0e4d6f8332","byARMS","Echinodermata",0,0,0,0,0,0,0,0,6,0,0,0,0,0,73,0,19,0
"174","653594e5207922edf417524d95f12319","byARMS","Arthropoda",1022,27,11,5,0,19,0,0,0,31,18,0,28,114,12,0,0,21
"175","c89a8cb67c1345f9263496e2e6c939d8","byARMS","Chordata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"176","37a1e7466f10a5241be9b9eff6a80523","byARMS","Mollusca",0,0,3,0,0,0,0,0,47,9,0,0,0,9,0,0,0,0
"177","c2b7263641ca90044def40ec0a2605fa","byARMS","Rhodophyta",27,0,0,34,11,19,0,54,11,28,22,10,14,37,54,3,70,15
"178","40b3c5916f78ca9111dd047fcc0d0710","byARMS","Annelida",6,165,4,75,2,0,0,0,10,0,0,0,0,111,44,0,0,0
"179","7f6ebde0a56bfc11e985da46cbb18510","byARMS","Annelida",0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0
"180","dbadd31a6fb5a9e0d0c150cb2f4cf827","byARMS","Nemertea",0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0
"181","919f1d5d9cb9e7eda26d7fbf1b6228c0","byARMS","notAssigned",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"182","5705d824afc2db5c45c81fed2a24b157","byARMS","Mollusca",20,0,3,0,0,0,2,0,0,23,4,0,2,2,19,0,0,18
"183","d29bb47e4670d4a63f72be6b448a2b11","byARMS","Arthropoda",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"184","3207147894a1acc17843a556d29d60e8","byARMS","notAssigned",5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"185","f9d2b09c1fb6a84475020eda7035b8a6","byARMS","Arthropoda",0,0,3,3,0,4,4,2,2,3,0,14,9,0,0,6,26,15
"186","eb321c7b2ca616fd4b60c51096d7171d","byARMS","Entoprocta",0,72,42,64,4,3,2,7,20,0,32,80,7,39,5,51,2,0
"187","d917221bf84b94e4cb92c7513a34bb86","byARMS","Arthropoda",5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"188","3ebc56b29dd7e13d4f1521125577ea9b","byARMS","Rhodophyta",0,0,0,0,0,3,10,0,4,0,0,0,0,0,0,7,0,0
